1	9.4071424303969	5.037140109141032	5e-05
2	3.235295684725845	2.2531301475575765	5e-05
3	1.1576360103292633	0.835690695215861	5e-05
4	-0.05427800360666241	-0.4359211266854604	5e-05
5	-0.8824769306170146	-1.0979358184394836	5e-05
6	-1.5101610785815591	-1.8869938689371746	5e-05
7	-2.0097436223133824	-2.269366035400391	5e-05
8	-2.4255285617643656	-2.5778683620707192	5e-05
9	-2.785624671730711	-3.0034033861490887	5e-05
10	-3.0847028471963447	-3.3392476444193524	5e-05
11	-3.361498943395782	-3.559666174016317	5e-05
12	-3.593966273982533	-3.527660034673055	5e-05
13	-3.81234410481289	-3.8862817452494305	5e-05
14	-4.0331642333946895	-4.026380770609538	5e-05
15	-4.289262623951159	-4.364979374125163	5e-05
16	-4.505541169369346	-4.715915176595052	5e-05
17	-4.6888384654396456	-4.833279063883464	5e-05
18	-4.856458594698722	-4.830307537261963	5e-05
19	-4.996425503278766	-5.133963707183838	5e-05
20	-5.132641042765299	-5.231286876688639	5e-05
21	-5.32797057940888	-5.330526453745524	5e-05
22	-5.491968430575722	-5.431592515075684	5e-05
23	-5.618787819143195	-5.775480477986654	5e-05
24	-5.735106482511822	-5.7026864486490885	5e-05
25	-5.823527747979415	-5.900132041707357	5e-05
26	-5.916089617571914	-6.019848723429362	5e-05
27	-5.99886482192779	-5.854148886932373	5e-05
28	-6.075010979953164	-6.1278081196187335	5e-05
29	-6.156882598384389	-6.245741708811442	5e-05
30	-6.237566173725864	-6.13279891969808	5e-05
31	-6.371982165268212	-6.524802963694254	5e-05
32	-6.565370901453386	-6.766579631703695	5e-05
33	-6.7535221220424715	-6.855577543833415	5e-05
34	-6.8827110204001976	-6.843684039113363	5e-05
35	-7.011021208153975	-7.09252612491862	5e-05
36	-7.117818244510584	-7.327532172475179	5e-05
37	-7.217765691244025	-7.3139958221639	5e-05
38	-7.297006840511389	-7.354091465108236	5e-05
39	-7.357374243146395	-7.511472838338216	5e-05
40	-7.434919949549089	-7.66782482929484	5e-05
41	-7.50105293057947	-7.673524598073324	5e-05
42	-7.565923342553925	-7.479778077972412	5e-05
43	-7.6119461994639614	-7.803101656422933	5e-05
44	-7.67572782816462	-7.768035822479248	5e-05
45	-7.726727324319405	-7.827868682902018	5e-05
46	-7.784160657833167	-7.9618799857788085	5e-05
47	-7.8457252093098955	-8.1146376796875	5e-05
48	-7.896862635961164	-7.934983069173177	5e-05
49	-7.947245696487695	-8.04903029667155	5e-05
50	-8.015582005382873	-8.092859468933105	5e-05
51	-8.053883382355272	-8.163698684407551	5e-05
52	-8.101471761468185	-8.08133941023763	5e-05
53	-8.147910507734332	-8.271007900675455	5e-05
54	-8.208771767754806	-8.359384398905437	5e-05
55	-8.24401797231895	-8.240704325907389	5e-05
56	-8.295280074668483	-8.356817389526368	5e-05
57	-8.341613728525262	-8.39701913478597	5e-05
58	-8.370430017034163	-8.496318366353353	5e-05
59	-8.419534666141978	-8.459336008565266	5e-05
60	-8.459941109655547	-8.580729605082194	5e-05
61	-8.506816598011753	-8.54933397479248	5e-05
62	-8.544059973691706	-8.729311495605469	5e-05
63	-8.569679171430622	-8.59229503145345	5e-05
64	-8.612300102471602	-8.784129915649414	5e-05
65	-8.653903479537162	-8.816489051167807	5e-05
66	-8.688392789772434	-8.77560001385498	5e-05
67	-8.730331497477213	-8.802059827697754	5e-05
68	-8.759656741473282	-8.769167248738606	5e-05
69	-8.809902554916649	-9.015835879964193	5e-05
70	-8.832166791477137	-9.031261335367839	5e-05
71	-8.86485029053591	-8.995643757100423	5e-05
72	-8.894224322311668	-8.897877009847004	5e-05
73	-8.924000161593254	-8.995178620910645	5e-05
74	-8.963712216081586	-8.825616123168945	5e-05
75	-8.990423242320277	-9.223080977396647	5e-05
76	-9.007782236451266	-9.16186719708252	5e-05
77	-9.046926951901085	-9.108038220296224	5e-05
78	-9.081349231750488	-9.183280737447102	5e-05
79	-9.105450315549616	-9.182369991210937	5e-05
80	-9.13932009166838	-9.121550814737956	5e-05
81	-9.1573585175974	-9.135718449991861	5e-05
82	-9.189853058647289	-9.395465018615722	5e-05
83	-9.21444409410229	-9.322207259338379	5e-05
84	-9.246270978404263	-9.361357596700033	5e-05
85	-9.275129029160885	-9.236668456258139	5e-05
86	-9.307143380922552	-9.294009794352213	5e-05
87	-9.32040501968116	-9.3103007131958	5e-05
88	-9.346405471272787	-9.489320812032064	5e-05
89	-9.374056360292668	-9.49635406068929	5e-05
90	-9.393518793268571	-9.392886251485189	5e-05
91	-9.425156395797996	-9.394911784423828	5e-05
92	-9.433165355378803	-9.594903061747234	5e-05
93	-9.470173220929063	-9.559555221679688	5e-05
94	-9.479903132194654	-9.546870405985514	5e-05
95	-9.506771207823636	-9.695182684265136	5e-05
96	-9.53400133474892	-9.613867802225748	5e-05
97	-9.560801768013937	-9.7455064319458	5e-05
98	-9.584223536383378	-9.700355483825684	5e-05
99	-9.612004697349146	-9.78898808170573	5e-05
100	-9.625332406531617	-9.736534163187663	5e-05
101	-9.6510745316826	-9.688600305216472	5e-05
102	-9.671662518068548	-9.774636273783367	5e-05
103	-9.691807353190104	-9.644872709106446	5e-05
104	-9.7125954894966	-9.831743860636394	5e-05
105	-9.753102445273951	-9.855687456420899	5e-05
106	-9.753443598774156	-9.850179413920085	5e-05
107	-9.773772525731136	-9.828194073933918	5e-05
108	-9.797547228027344	-9.961044354431152	5e-05
109	-9.814475597453871	-9.774951188700358	5e-05
110	-9.836400052197908	-9.949721959513345	5e-05
111	-9.853266067750095	-9.933491466715495	5e-05
112	-9.875871380913985	-9.935036831441243	5e-05
113	-9.901396319222433	-10.045822341451009	5e-05
114	-9.909710312414337	-9.942972768941244	5e-05
115	-9.92948823092812	-10.076767239237467	5e-05
116	-9.949201459945947	-10.04395196677653	5e-05
117	-9.981904451862537	-10.124471661234537	5e-05
118	-9.989554919946503	-9.930666030110677	5e-05
119	-9.992526236574408	-10.082405637471517	5e-05
120	-10.023597829385322	-10.036235164164225	5e-05
121	-10.042191395089132	-10.097620612202963	5e-05
122	-10.062849599401641	-10.181899789571126	5e-05
123	-10.0754966241348	-10.161211365905762	5e-05
124	-10.101237568918329	-10.22784509185791	5e-05
125	-10.121095053451805	-10.001307657328288	5e-05
126	-10.13145965284381	-10.145339710469564	5e-05
127	-10.151702975545247	-10.257226813578288	5e-05
128	-10.175142912854646	-10.290259679707844	5e-05
129	-10.193358905973735	-10.03339184181722	5e-05
130	-10.210045138618336	-10.245760376403808	5e-05
131	-10.21358045914071	-10.271069396260579	5e-05
132	-10.241494133960389	-10.203138646525066	5e-05
133	-10.2499190511057	-10.269379331705728	5e-05
134	-10.273798797580652	-10.261568791137694	5e-05
135	-10.296161459940592	-10.345530875793457	5e-05
136	-10.309430849771065	-10.427591794230143	5e-05
137	-10.341053904853688	-10.340364512329101	5e-05
138	-10.36413503966964	-10.467017813517252	5e-05
139	-10.377114698331063	-10.518802156148274	5e-05
140	-10.385273917085346	-10.382737229553223	5e-05
141	-10.389535258351108	-10.362258790852865	5e-05
142	-10.404404533338045	-10.529922844380696	5e-05
143	-10.428191485178095	-10.532966450256348	5e-05
144	-10.44922099029434	-10.433128897318522	5e-05
145	-10.472539443865859	-10.436520413106283	5e-05
146	-10.475878583772358	-10.420903238993327	5e-05
147	-10.49077757188014	-10.670240136983235	5e-05
148	-10.510637393254866	-10.589397158284505	5e-05
149	-10.527731605255662	-10.436013342651368	5e-05
150	-10.546342153500206	-10.609409339823404	5e-05
151	-10.564733770403945	-10.619612051554363	5e-05
152	-10.578573789904143	-10.561367655659993	5e-05
153	-10.591457177545916	-10.744913122701009	5e-05
154	-10.61389570429966	-10.60285680251058	5e-05
155	-10.641113582824707	-10.624274458374023	5e-05
156	-10.654956687635991	-10.83430699247233	5e-05
157	-10.681946792799565	-10.438514782653808	5e-05
158	-10.69117038274397	-10.806709279520671	5e-05
159	-10.712127989598324	-10.809423509399414	5e-05
160	-10.726642055990654	-10.705564130696615	5e-05
161	-10.737526619380482	-10.722955685913085	5e-05
162	-10.754293875197027	-10.726248023824056	5e-05
163	-10.767877198966042	-10.521985322652181	5e-05
164	-10.780065900231078	-10.693870147705079	5e-05
165	-10.80056338547663	-10.75094741784668	5e-05
166	-10.819859132282458	-10.806036272196453	5e-05
167	-10.836688596612227	-10.835963240661622	5e-05
168	-10.847789833391156	-10.947457688557943	5e-05
169	-10.865186879200717	-10.964066698608399	5e-05
170	-10.875442766870332	-10.657920623209636	5e-05
171	-10.893229793014793	-10.962166729532878	5e-05
172	-10.901523815992924	-10.997217376220703	5e-05
173	-10.919250731236508	-11.010737622823079	5e-05
174	-10.937951373564067	-10.99897070892334	5e-05
175	-10.944776373126114	-11.00797215822347	5e-05
176	-10.962723562583522	-10.879374568277996	5e-05
177	-10.98242509092525	-11.038669362833659	5e-05
178	-10.998450318461101	-11.00131387270101	5e-05
179	-11.007782150861773	-11.072404687133789	5e-05
180	-11.026722602355957	-10.896066442687989	5e-05
181	-11.036761975839715	-10.930332708862304	5e-05
182	-11.051277974406995	-11.138074172403972	5e-05
183	-11.069621057672869	-11.127611163431803	5e-05
184	-11.077375968881707	-10.986475224853516	5e-05
185	-11.090545937980785	-11.157740339213053	5e-05
